"user" "hotel"
"17012" 4484 12
"8056" 2122 11
"11550" 3008 45
"7522" 1967 13
"4723" 1248 38
"16245" 4265 46
"16500" 4347 49
"2053" 535 6
"11061" 2881 35
"9722" 2547 10
"2333" 606 13
"14897" 3900 63
"13692" 3598 2
"14975" 3918 47
"11879" 3094 47
"14597" 3811 39
"6431" 1678 20
"14396" 3767 55
"8256" 2172 41
"7142" 1860 52
"12307" 3198 46
"14349" 3753 10
"15102" 3953 51
"14357" 3757 24
"3703" 980 48
"4729" 1251 39
"1256" 316 41
"3420" 900 18
"6713" 1750 60
"7815" 2054 48
"5730" 1517 64
"12475" 3246 5
"866" 222 39
"16217" 4257 12
"11315" 2943 37
"2885" 762 20
"10123" 2656 42
"2471" 645 26
"4737" 1253 27
"16915" 4466 17
"137" 42 23
"16617" 4388 7
"10992" 2864 10
"9779" 2560 17
"14657" 3830 3
"3863" 1025 43
"16437" 4329 16
"13733" 3609 15
"7827" 2059 24
"3873" 1028 2
"9931" 2603 56
"16859" 4453 22
"11045" 2876 17
"12730" 3316 38
"8261" 2173 49
"2289" 595 41
"4522" 1196 15
"8059" 2123 53
"15427" 4044 17
"14099" 3687 39
"953" 251 4
"6411" 1672 35
"4015" 1062 10
"11535" 3004 18
"6119" 1615 62
"8074" 2126 45
"978" 256 31
"5253" 1394 27
"2359" 614 56
"13132" 3436 4
"15661" 4106 60
"1010" 266 17
"817" 210 12
"14631" 3821 62
"9930" 2603 41
"2614" 684 49
"8129" 2140 52
"360" 88 41
"15544" 4074 56
"3729" 986 3
"11791" 3077 50
"6786" 1766 66
"1713" 441 57
"6124" 1616 26
"9125" 2405 17
"14489" 3789 17
"6869" 1789 23
"11740" 3058 37
"6206" 1630 18
"1297" 326 3
"5805" 1531 56
"2361" 615 43
"4261" 1127 17
"9147" 2412 59
"12753" 3323 56
"8013" 2107 37
"1210" 304 10
"8382" 2204 12
"9476" 2485 60
"14088" 3685 54
"12452" 3238 2
"9785" 2562 17
"11252" 2925 11
"7571" 1984 64
"10868" 2828 55
"3642" 962 18
"76" 22 7
"16618" 4388 51
"4558" 1206 62
"9205" 2422 60
"5239" 1389 52
"15832" 4148 6
"12100" 3148 60
"8230" 2169 15
"15451" 4047 24
"8913" 2354 60
"8539" 2251 41
"10997" 2865 12
"17026" 4486 56
"14095" 3686 28
"7017" 1829 61
"9297" 2446 57
"8859" 2339 39
"12317" 3201 24
"15288" 4007 34
"2578" 675 37
"12585" 3278 39
"9599" 2514 55
"10807" 2816 55
"13070" 3415 10
"17089" 4506 56
"8814" 2324 57
"11328" 2949 56
"8612" 2269 56
"4975" 1321 8
"10299" 2691 32
"17173" 4531 12
"8167" 2153 2
"14268" 3732 43
"5273" 1398 57
"12782" 3333 9
"9095" 2397 8
"1251" 314 13
"1287" 326 37
"4680" 1236 52
"896" 233 39
"9323" 2452 56
"14974" 3918 16
"15416" 4041 56
"15997" 4189 49
"5449" 1442 56
"14724" 3851 2
"11897" 3101 28
"5417" 1435 6
"1104" 293 34
"1087" 285 3
"2952" 779 50
"13776" 3624 26
"84" 25 57
"15956" 4180 61
"4410" 1168 3
"6920" 1803 34
"1801" 465 60
"2112" 552 56
"8306" 2184 46
"16607" 4384 2
"1397" 352 60
"5335" 1415 6
"6438" 1681 57
"15571" 4082 15
"6234" 1638 7
"17055" 4497 39
"11125" 2898 15
"15527" 4071 17
"15531" 4071 46
"14315" 3743 10
"10982" 2861 41
"4949" 1311 4
"5141" 1364 14
"4183" 1109 52
"12623" 3287 46
"7175" 1871 13
"2005" 523 17
"10833" 2822 13
"15776" 4137 59
"4925" 1303 53
"8601" 2267 12
"448" 116 28
"15948" 4177 66
"3275" 860 65
"14411" 3770 57
"8009" 2107 47
"13442" 3532 17
"9235" 2428 56
"3910" 1035 51
"13394" 3522 38
"246" 65 59
"10778" 2808 38
"16731" 4416 13
"706" 182 32
"7608" 1994 9
"12791" 3337 62
"11093" 2890 17
"995" 261 52
"15114" 3957 38
"15175" 3978 34
"7841" 2062 3
"1525" 382 3
"9488" 2488 59
"3775" 1003 60
"8087" 2129 56
"12189" 3171 37
"12839" 3352 34
"17186" 4536 40
"299" 78 13
"4134" 1093 66
"7315" 1911 17
"12487" 3249 14
"7753" 2034 52
"15621" 4093 10
"1733" 445 27
"4463" 1185 2
"1240" 311 6
"12644" 3292 6
"14599" 3812 41
"2869" 759 11
"5428" 1438 47
"9313" 2450 28
"13569" 3567 18
"8982" 2371 49
"461" 120 66
"3723" 984 65
"6979" 1818 23
"13475" 3541 46
"3182" 838 66
"8697" 2297 14
"4065" 1075 28
"13794" 3630 66
"12748" 3322 18
"13928" 3664 10
"9413" 2469 57
"15851" 4152 6
"9250" 2431 26
"9388" 2467 24
"6311" 1652 14
"4634" 1224 29
"147" 42 16
"5459" 1444 37
"3288" 864 56
"11229" 2922 57
"12763" 3328 57
"200" 55 18
"6051" 1599 11
"13830" 3637 33
"15035" 3934 36
"14209" 3716 59
"16364" 4304 41
"4653" 1227 56
"9887" 2594 24
"8701" 2297 55
"8471" 2231 26
"5697" 1506 56
"11744" 3060 56
"5579" 1473 6
"15915" 4171 14
"12199" 3173 57
"13648" 3588 13
"10171" 2656 41
"10601" 2773 11
"9433" 2475 56
"7211" 1882 13
"15796" 4137 48
"8834" 2332 37
"2454" 639 25
"6622" 1728 60
"3225" 848 56
"16925" 4467 4
"17114" 4512 39
"10363" 2707 66
"3681" 973 32
"14984" 3922 19
"8164" 2152 9
"11347" 2954 5
"1252" 315 37
"6191" 1627 10
"11789" 3076 6
"12647" 3292 45
"412" 106 57
"2999" 786 17
"11372" 2959 59
"8710" 2300 26
"10625" 2776 4
"9577" 2506 60
"3000" 786 56
"7536" 1970 30
"3980" 1052 34
"340" 85 17
"1125" 299 25
"9798" 2565 59
"14523" 3799 26
"10028" 2633 46
"5249" 1393 14
"596" 154 39
"14789" 3869 26
"12083" 3148 26
"15664" 4107 14
"8274" 2175 41
"10141" 2656 58
"14985" 3922 6
"3330" 877 30
"16600" 4381 11
"1334" 335 37
"16942" 4471 61
"16786" 4432 20
"794" 208 59
"10242" 2675 17
"12869" 3360 29
"14324" 3747 58
"14879" 3895 45
"380" 93 35
"10164" 2656 15
"11622" 3027 52
"1656" 421 43
"4571" 1209 34
"15610" 4090 47
"14002" 3678 37
"2055" 536 10
"10073" 2648 56
"948" 250 53
"13702" 3600 3
"3929" 1039 27
"12436" 3233 49
"2697" 708 2
"9575" 2506 50
"5314" 1408 64
"5772" 1524 59
"1774" 458 6
"5029" 1333 64
"10072" 2647 16
"11941" 3115 41
"7072" 1838 30
"1945" 506 56
"2228" 586 37
"6000" 1586 13
"9207" 2423 8
"9889" 2594 8
"11822" 3080 16
"6046" 1597 65
"13164" 3446 65
"1900" 492 8
"11095" 2891 28
"15963" 4183 60
"8646" 2279 15
"4795" 1260 56
"3710" 982 38
"3405" 895 17
"14054" 3678 50
"15907" 4169 7
"7192" 1875 56
"4638" 1225 21
"3610" 956 28
"334" 85 64
"10367" 2708 17
"11415" 2971 47
"5130" 1361 39
"5842" 1541 4
"7208" 1882 26
"8764" 2313 32
"11753" 3062 64
"8703" 2297 24
"8722" 2303 9
"2266" 593 6
"1454" 365 56
"1874" 486 63
"3071" 809 14
"5722" 1514 37
"14278" 3735 4
"11714" 3050 56
"7634" 1995 66
"7570" 1983 56
"10396" 2713 37
"4542" 1201 64
"6062" 1603 59
"9916" 2599 56
"16974" 4478 10
"1610" 407 17
"14843" 3886 53
"10269" 2682 66
"2983" 783 7
"6299" 1652 6
"7746" 2032 56
"13154" 3443 64
"17147" 4521 43
"10063" 2644 6
"9026" 2381 59
"8441" 2223 39
"14407" 3770 18
"4834" 1274 38
"14279" 3735 57
"9689" 2540 43
"5373" 1425 23
"11561" 3009 38
"17052" 4495 5
"6876" 1791 28
"8688" 2294 10
"13457" 3537 18
"11110" 2894 45
"10253" 2679 12
"241" 64 13
"6708" 1748 39
"4036" 1068 17
"12583" 3277 39
"14072" 3682 39
"8105" 2135 37
"1293" 326 43
"2152" 564 32
"5922" 1563 62
"6351" 1661 62
"7945" 2092 46
"6463" 1690 45
"16384" 4310 20
"210" 56 17
"13560" 3564 14
"3531" 933 34
"6837" 1782 48
"2444" 637 16
"16395" 4315 2
"6300" 1652 26
"16650" 4395 60
"16511" 4350 6
"8721" 2303 10
"7250" 1890 17
"12635" 3288 49
"14115" 3689 45
"11692" 3044 8
"5545" 1463 20
"578" 149 32
"1181" 303 17
"9561" 2504 2
"1004" 264 39
"15711" 4119 62
"3655" 964 58
"13851" 3642 13
"651" 168 17
"4350" 1152 2
"15805" 4140 53
"7442" 1944 17
"6531" 1701 10
"3093" 814 46
"1406" 353 38
"12727" 3316 3
"6246" 1640 63
"12614" 3286 18
"3078" 811 60
"11342" 2953 26
"10146" 2656 5
"723" 187 55
"16635" 4392 26
"15418" 4042 8
"8400" 2211 2
"12065" 3141 47
"2522" 659 13
"3976" 1051 2
"13578" 3570 20
"11974" 3123 65
"10520" 2746 55
"3213" 845 37
"16276" 4277 66
"1820" 470 56
"9484" 2487 39
"14526" 3799 41
"2453" 639 31
"16676" 4400 5
"16355" 4302 42
"5807" 1531 9
"11877" 3094 6
"15563" 4081 27
"16333" 4294 58
"14325" 3747 59
"16328" 4293 41
"10721" 2799 18
"4952" 1312 65
"9977" 2619 46
"16260" 4271 13
"7177" 1872 50
"13144" 3438 13
"5121" 1357 37
"15685" 4112 52
"4750" 1255 63
"1093" 288 56
"3147" 833 36
"11581" 3014 2
"5241" 1389 24
"13249" 3473 46
"12063" 3141 2
"10946" 2850 49
"1598" 405 55
"4388" 1161 37
"9316" 2450 60
"3302" 869 8
"1947" 507 64
"13108" 3428 27
"10161" 2656 28
"7082" 1841 10
"6749" 1753 56
"15829" 4146 56
"618" 159 2
"10734" 2803 3
"2863" 757 38
"8005" 2106 6
"4177" 1108 28
"16928" 4467 12
"974" 255 16
"3537" 935 34
"16112" 4226 33
"6024" 1593 32
"10310" 2693 46
"3085" 812 66
"472" 123 39
"13370" 3516 17
"13666" 3591 24
"16743" 4419 28
"8642" 2277 46
"1712" 441 19
"13686" 3595 17
"14950" 3912 46
"15342" 4022 33
"7510" 1962 10
"4069" 1076 11
"640" 164 7
"9987" 2623 55
"11706" 3049 48
"9780" 2560 32
"4787" 1259 11
"14757" 3859 45
"5498" 1451 39
"7519" 1967 29
"10453" 2726 2
"15292" 4009 38
"9753" 2557 61
"6590" 1718 17
"7410" 1936 43
"10254" 2679 15
"12356" 3209 62
"11509" 2997 56
"10539" 2753 17
"4007" 1059 56
"4191" 1111 32
"7187" 1874 53
"16658" 4396 38
"1545" 390 56
"13950" 3668 21
"11980" 3123 56
"14648" 3827 8
"3728" 986 52
"8252" 2171 39
"5732" 1518 41
"10198" 2661 25
"12617" 3286 61
"289" 75 13
"14791" 3870 4
"4056" 1074 6
"382" 94 44
"15137" 3965 39
"12719" 3312 53
"11119" 2896 28
"2164" 567 17
"7971" 2096 53
"8155" 2149 12
"15966" 4184 46
"11462" 2986 14
"15054" 3941 11
"13010" 3400 37
"9062" 2390 59
"11716" 3051 43
"6258" 1642 65
"11670" 3040 64
"14098" 3687 28
"8448" 2226 42
"10725" 2800 18
"14618" 3818 52
"16004" 4190 56
"13630" 3585 4
"13822" 3635 55
"10415" 2717 39
"7936" 2090 7
"13821" 3635 43
"14513" 3795 7
"16571" 4370 46
"3300" 868 34
"13760" 3618 37
"15644" 4101 56
"4245" 1122 42
"1585" 402 37
"13099" 3426 8
"14365" 3758 15
"3399" 893 23
"7577" 1985 55
"2533" 662 56
"6293" 1650 55
"7234" 1887 61
"4450" 1181 17
"555" 142 66
"12703" 3307 37
"6303" 1652 28
"4085" 1082 39
"9725" 2547 21
"11835" 3081 65
"7964" 2094 17
"291" 75 32
"10984" 2861 61
"9776" 2559 56
"8127" 2139 51
"1385" 348 59
"12104" 3148 55
"183" 50 28
"6874" 1791 52
"14632" 3822 18
"8847" 2336 66
"16873" 4455 6
"12662" 3297 48
"960" 251 26
"7235" 1887 17
"736" 190 62
"6556" 1707 2
"13349" 3510 2
"9004" 2377 47
"2294" 596 32
"4525" 1196 56
"10688" 2793 7
"14263" 3730 49
"8852" 2337 60
"14179" 3706 45
"5162" 1367 56
"1724" 443 16
"7024" 1832 12
"7587" 1988 49
"1932" 503 45
"2194" 577 13
"7625" 1994 2
"9025" 2381 17
"156" 44 21
"4520" 1195 49
"1082" 284 24
"3766" 1000 12
"5712" 1512 46
"4705" 1244 60
"12946" 3385 31
"12031" 3134 1
"7670" 2008 53
"14374" 3762 57
"4167" 1105 43
"8065" 2124 62
"47" 15 60
"1415" 355 46
"2022" 529 43
"4379" 1158 53
"10435" 2721 3
"15489" 4058 35
"8842" 2334 47
"11647" 3035 3
"11043" 2875 11
"12597" 3281 54
"8543" 2253 38
"13059" 3411 10
"9010" 2377 10
"1747" 448 56
"1027" 271 28
"4544" 1202 13
"5708" 1510 24
"8221" 2164 44
"6889" 1795 39
"4229" 1121 17
"10599" 2772 30
"5966" 1578 11
"11163" 2907 13
"12519" 3260 6
"2745" 722 23
"10717" 2799 3
"10696" 2793 28
"13167" 3448 24
"2268" 594 63
"10905" 2836 44
"15918" 4173 45
"13102" 3427 28
"6412" 1672 5
"16922" 4467 48
"3934" 1041 26
"14436" 3776 14
"10656" 2784 59
"13274" 3483 62
"16108" 4224 45
"17184" 4535 56
"7380" 1924 26
"2831" 747 17
"4087" 1083 12
"9660" 2534 31
"4445" 1180 63
"17060" 4499 7
"13892" 3653 8
"4443" 1180 41
"3816" 1008 59
"16773" 4429 4
"1847" 477 6
"15297" 4011 7
"9914" 2599 37
"15249" 3999 14
"13341" 3507 18
"14666" 3833 6
"4815" 1266 54
"4967" 1318 17
"16749" 4421 7
"4977" 1322 60
"11355" 2956 43
"1033" 273 56
"10939" 2849 18
"2308" 600 66
"2334" 606 59
"13996" 3677 38
"10916" 2840 15
"14530" 3801 32
"4225" 1120 39
"4500" 1191 26
"16644" 4395 39
"6294" 1650 49
"13290" 3488 39
"14239" 3723 39
"14469" 3785 60
"3415" 898 1
"2147" 563 55
"4005" 1058 27
"9032" 2383 17
"7515" 1965 66
"14005" 3678 35
"1236" 310 8
"5824" 1534 18
"8393" 2208 5
"4648" 1226 10
"145" 42 3
"9667" 2535 37
"14689" 3841 34
"2667" 701 17
"3089" 812 56
"4398" 1165 6
"13742" 3611 55
"11429" 2975 18
"14267" 3732 39
"6896" 1797 40
"12423" 3229 14
"836" 212 60
"2103" 550 45
"2880" 762 26
"15058" 3941 45
"11329" 2949 52
"15518" 4068 37
"5254" 1394 2
"4848" 1278 56
"3189" 839 13
"4730" 1251 60
"12044" 3138 40
"12765" 3329 57
"1534" 386 56
"1046" 274 64
"6669" 1739 13
"14876" 3894 3
"4337" 1149 3
"4808" 1264 11
"12833" 3350 59
"399" 99 57
"4194" 1112 11
"2413" 628 4
"15913" 4170 43
"12788" 3335 37
"9208" 2423 55
"89" 27 39
"3702" 979 51
"577" 148 62
"8644" 2278 59
"12560" 3272 62
"13323" 3500 56
"16" 5 17
"9364" 2461 66
"17068" 4499 51
"13472" 3540 56
"6239" 1639 56
"12941" 3383 43
"6283" 1648 50
"848" 217 47
"12571" 3275 2
"11751" 3061 7
"11776" 3069 27
"9044" 2386 52
"2512" 656 4
"7120" 1853 3
"13121" 3432 11
"3624" 961 17
"17123" 4515 34
"1834" 475 25
"14870" 3893 41
"16612" 4386 51
"11866" 3090 55
"12211" 3176 6
"10556" 2760 17
"7613" 1994 8
"3623" 961 46
"5009" 1326 46
"6504" 1698 37
"11794" 3078 66
"6850" 1785 56
"3437" 905 59
"4951" 1311 41
"4773" 1258 52
"1430" 359 7
"1637" 414 53
"14298" 3740 17
"14862" 3890 56
"5939" 1568 48
"3859" 1023 17
"4823" 1269 56
"726" 188 29
"16690" 4403 18
"10356" 2704 10
"598" 154 59
"14310" 3743 47
"2217" 584 14
"14527" 3800 44
"5007" 1325 60
"7599" 1990 14
"14542" 3804 17
"604" 156 38
"13319" 3499 2
"11800" 3080 14
"10736" 2803 59
"4701" 1242 60
"8104" 2135 60
"4083" 1081 60
"9596" 2513 32
"3487" 921 51
"8844" 2335 46
"4149" 1097 46
"2737" 720 39
"15624" 4095 65
"787" 205 17
"12367" 3213 12
"6638" 1731 43
"16584" 4374 8
"6354" 1662 42
"12009" 3130 28
"4171" 1107 13
"3714" 983 30
"12262" 3189 23
"8475" 2231 46
"5126" 1360 11
"283" 75 24
"6430" 1677 43
"9726" 2547 56
"14836" 3884 59
"13716" 3603 56
"6112" 1615 13
"3091" 813 17
"8182" 2159 6
"16015" 4194 39
"8597" 2266 26
"6279" 1646 63
"432" 111 60
"10393" 2712 12
"13991" 3676 48
"13829" 3637 51
"4551" 1206 26
"4473" 1187 11
"16248" 4266 57
"16467" 4336 10
"12278" 3193 8
"14671" 3835 62
"9291" 2444 7
"4271" 1130 24
"9349" 2457 28
"2349" 610 63
"3180" 838 3
"13843" 3640 5
"6016" 1590 62
"1909" 495 23
"2392" 621 56
"9194" 2420 49
"1498" 378 39
"7995" 2102 61
"5097" 1349 55
"12875" 3363 56
"13206" 3460 53
"4251" 1124 52
"10218" 2667 39
"11225" 2922 14
"2253" 590 10
"8649" 2280 56
"9830" 2576 62
"9843" 2577 60
"8672" 2289 63
"8883" 2346 16
"10016" 2629 38
"2195" 578 39
"2539" 665 64
"5544" 1463 10
"9416" 2469 56
"8900" 2351 59
"12668" 3298 14
"10209" 2663 63
"16693" 4403 39
"265" 71 34
"6060" 1602 39
"898" 234 34
"8555" 2257 39
"6689" 1743 8
"1635" 414 25
"11683" 3043 59
"9669" 2535 46
"15702" 4117 33
"1867" 483 60
"9055" 2387 14
"4939" 1308 59
"15902" 4169 1
"11192" 2915 43
"16435" 4329 56
"11952" 3118 62
"14719" 3849 60
"4860" 1283 43
"6852" 1785 28
"1580" 400 66
"12883" 3365 49
"6579" 1715 46
"11774" 3068 37
"1404" 353 52
"5631" 1490 56
"180" 49 49
"7838" 2062 37
"16814" 4439 39
"132" 41 59
"3374" 888 26
"11973" 3123 1
"15334" 4020 41
"11947" 3117 57
"15203" 3986 46
"15898" 4168 15
"2245" 589 56
"15575" 4082 18
"3953" 1042 48
"15903" 4169 2
"7648" 2001 47
"4165" 1104 19
"12463" 3242 1
"8099" 2133 65
"4570" 1209 61
"5455" 1443 20
"2358" 613 17
"14714" 3848 4
"11065" 2882 19
"15050" 3940 18
"6109" 1615 55
"3759" 997 17
"6304" 1652 56
"6865" 1788 56
"14739" 3854 60
"12959" 3386 17
"8482" 2234 5
"9202" 2421 40
"4643" 1226 2
"7696" 2013 2
"10496" 2738 4
"16997" 4482 11
"13032" 3408 10
"7854" 2066 9
"1658" 421 47
"15000" 3926 7
"12250" 3186 56
"4974" 1321 29
"16047" 4205 52
"3834" 1016 55
"9475" 2485 56
"1160" 303 44
"2226" 586 60
"900" 235 57
"16406" 4320 6
"1107" 294 26
"10252" 2678 16
"7558" 1978 34
"10986" 2862 59
"9228" 2427 7
"10306" 2693 3
"8966" 2368 37
"7591" 1990 27
"7036" 1834 26
"5017" 1329 2
"14227" 3720 5
"8192" 2159 24
"3045" 801 19
"7782" 2044 63
"12454" 3239 7
"13758" 3617 59
"4839" 1276 37
"3593" 949 60
"2348" 609 28
"10267" 2682 26
"16787" 4432 6
"5000" 1325 33
"2487" 650 56
"12540" 3266 26
"11071" 2883 56
"10361" 2707 63
"11204" 2917 25
"3772" 1001 60
"7357" 1921 60
"14472" 3785 46
"14774" 3865 59
"1993" 521 4
"8749" 2310 17
"4218" 1118 22
"1644" 416 56
"7144" 1861 56
"263" 70 59
"8822" 2327 3
"1941" 505 31
"6410" 1672 62
"14247" 3725 3
"2244" 588 6
"7843" 2063 62
"8410" 2213 37
"13795" 3631 28
"3981" 1052 49
"5906" 1557 27
"7206" 1881 60
"5285" 1402 23
"4305" 1142 46
"67" 19 17
"10001" 2625 11
"2100" 550 55
"8648" 2280 37
"1166" 303 29
"3236" 850 26
"10964" 2856 41
"4293" 1139 2
"3504" 924 37
"15937" 4176 58
"1370" 346 55
"13400" 3523 52
"3050" 802 37
"7199" 1878 6
"7012" 1827 36
"5770" 1524 56
"711" 184 45
"16990" 4481 39
"13011" 3400 35
"5375" 1425 10
"8866" 2341 39
"11330" 2949 17
"2366" 616 32
"6033" 1595 26
"1638" 414 20
"16184" 4248 34
"1550" 392 66
"15969" 4185 12
"13453" 3536 56
"3256" 856 53
"8288" 2178 66
"5997" 1585 14
"7181" 1873 55
"16380" 4309 39
"81" 23 60
"5743" 1523 6
"15654" 4104 39
"14647" 3827 42
"10098" 2652 39
"8757" 2312 7
"11052" 2877 12
"11961" 3119 28
"1141" 302 2
"14796" 3871 47
"2134" 557 56
"7965" 2094 57
"12919" 3376 56
"4575" 1211 39
"14198" 3713 6
"16895" 4460 43
"8423" 2218 17
"1962" 510 24
"9191" 2419 38
"8854" 2337 49
"8684" 2293 62
"15761" 4133 15
"17112" 4512 47
"12670" 3298 29
"6433" 1679 47
"3517" 928 4
"5399" 1430 37
"3743" 992 38
"201" 55 47
"10847" 2825 62
"16800" 4434 18
"4955" 1313 48
"4390" 1162 53
"5816" 1532 13
"2307" 600 60
"5511" 1454 18
"7830" 2060 13
"12490" 3250 9
"6013" 1589 6
"9706" 2543 41
"16521" 4352 45
"4457" 1184 6
"7414" 1937 7
"10925" 2843 18
"7640" 1998 58
"1581" 401 45
"2570" 673 56
"1773" 457 16
"15415" 4040 49
"10585" 2769 39
"1292" 326 17
"16250" 4267 48
"10341" 2700 60
"17113" 4512 45
"4159" 1102 6
"10600" 2773 60
"10877" 2829 34
"3090" 813 60
"8545" 2253 59
"15372" 4030 53
"15707" 4118 51
"2390" 621 60
"8390" 2207 60
"194" 53 66
"12439" 3234 58
"8163" 2152 20
"563" 143 15
"5859" 1543 16
"17057" 4498 26
"5078" 1344 17
"13520" 3553 56
"14395" 3767 13
"13740" 3610 39
"7156" 1864 41
"3349" 882 51
"11743" 3060 17
"9558" 2504 29
"7988" 2100 42
"13181" 3451 10
"13765" 3619 26
"3032" 796 17
"15311" 4015 11
"4719" 1247 47
"9322" 2452 7
"11837" 3082 14
"341" 85 51
"17018" 4484 52
"4101" 1084 3
"10131" 2656 6
"15407" 4037 53
"5886" 1552 46
"9956" 2613 15
"8138" 2143 3
"8264" 2174 38
"8654" 2283 5
"2889" 763 66
"1956" 509 60
"13452" 3536 17
"4353" 1152 17
"17213" 4542 17
"16542" 4360 2
"591" 152 39
"4712" 1246 49
"14272" 3733 60
"15942" 4176 41
"8429" 2218 65
"7639" 1997 28
"8681" 2292 17
"13629" 3584 17
"1030" 272 61
"5909" 1557 57
"14381" 3764 12
"1446" 363 26
"2412" 628 63
"16407" 4320 21
"13959" 3671 47
"7286" 1902 64
"8025" 2110 64
"1408" 354 53
"14206" 3716 28
"16158" 4239 12
"4025" 1065 28
"13184" 3453 20
"7174" 1870 63
"8235" 2170 25
"13016" 3401 10
"5016" 1329 17
"14723" 3851 14
"1374" 346 37
"12678" 3300 56
"1267" 319 23
"7888" 2074 35
"1190" 303 37
"5042" 1334 13
"14237" 3723 45
"5111" 1354 56
"15259" 4003 55
"8188" 2159 18
"6377" 1665 17
"16087" 4218 5
"8742" 2308 56
"13336" 3506 52
"9526" 2497 1
"11335" 2951 42
"6515" 1698 43
"13134" 3436 56
"6571" 1711 17
"3779" 1003 29
"1390" 351 13
"10349" 2701 30
"11386" 2964 32
"7619" 1994 14
"11073" 2883 46
"500" 129 26
"15367" 4030 55
"2805" 739 2
"7219" 1884 60
"5377" 1426 39
"10834" 2822 59
"13088" 3422 61
"1257" 317 29
"13855" 3643 7
"9254" 2432 35
"2594" 679 11
"10318" 2695 39
"16515" 4351 64
"14802" 3874 18
"13978" 3672 7
"8135" 2143 37
"1818" 470 39
"8725" 2304 7
"2837" 748 64
"1670" 426 60
"7908" 2081 21
"8771" 2314 57
"2709" 712 11
"4094" 1084 52
"2586" 677 43
"1378" 347 37
"12646" 3292 8
"16057" 4210 55
"10799" 2813 39
"821" 210 58
"12458" 3240 17
"6132" 1616 49
"16052" 4207 18
"9218" 2423 33
"470" 122 16
"10808" 2816 6
"2895" 765 9
"11838" 3082 33
"5172" 1370 37
"14141" 3695 39
"1025" 270 2
"5767" 1524 7
"7503" 1961 56
"6434" 1679 10
"15368" 4030 61
"5109" 1353 35
"17079" 4502 26
"5624" 1487 66
"16193" 4249 60
"12195" 3172 24
"8251" 2170 61
"825" 210 17
"14318" 3744 57
"3160" 834 56
"13089" 3422 55
"6156" 1620 29
"13724" 3605 34
"11428" 2975 43
"10575" 2767 37
"3884" 1031 27
"7426" 1940 11
"10193" 2659 43
"7111" 1850 17
"6203" 1630 6
"525" 133 4
"6851" 1785 5
"12134" 3156 47
"1206" 303 12
"1121" 298 64
"5664" 1497 30
"6908" 1799 12
"2093" 546 60
"2046" 533 62
"9465" 2482 20
"14522" 3799 20
"13557" 3563 3
"5612" 1482 60
"7045" 1835 51
"13548" 3562 20
"4535" 1200 20
"14447" 3780 46
"8494" 2238 59
"9733" 2549 62
"1973" 514 26
"378" 93 2
"5610" 1481 4
"572" 147 20
"10419" 2717 66
"13359" 3513 6
"17158" 4525 11
"10891" 2834 30
"1409" 354 11
"13071" 3415 53
"13942" 3666 17
"721" 186 37
"2298" 597 60
"13609" 3578 50
"6456" 1687 44
"13768" 3621 53
"11655" 3035 56
"8458" 2230 11
"6721" 1751 2
"9333" 2453 37
"7980" 2099 15
"5878" 1549 56
"14924" 3905 20
"11752" 3061 45
"17161" 4526 46
"5484" 1449 46
"8888" 2348 15
"9489" 2488 26
"8061" 2123 27
"7411" 1936 17
"16097" 4221 8
"17008" 4483 56
"970" 254 37
"536" 138 59
"16082" 4217 66
"4180" 1108 60
"2091" 546 4
"1605" 407 55
"11143" 2902 19
"515" 130 53
"16021" 4197 61
"10007" 2627 18
"6963" 1812 7
"4371" 1157 63
"13114" 3430 56
"9042" 2386 56
"10634" 2778 62
"16799" 4434 37
"8388" 2207 49
"11584" 3015 49
"3782" 1003 65
"9287" 2443 14
"9379" 2465 24
"4759" 1256 56
"6788" 1766 32
"12995" 3397 34
"10241" 2674 3
"516" 130 25
"2846" 750 26
"11810" 3080 47
"4303" 1142 12
"15161" 3975 23
"8119" 2138 58
"5353" 1419 17
"13329" 3503 32
"10067" 2645 56
"6164" 1620 18
"5618" 1484 39
"16041" 4204 39
"1720" 443 50
"15352" 4025 39
"9623" 2522 37
"3542" 935 20
"13974" 3671 21
"3741" 991 41
"11824" 3080 59
"824" 210 41
